Video ID,Session,View Count,Like Count,Comment Count,Favorite Count,Video Category,Video Published At
F4oaCRpuCtU,13,65879,484,74,0,News & Politics,2024-10-21T13:28:10Z
ng_xV81XhHM,13,6567,38,56,0,News & Politics,2024-10-21T13:03:08Z
yGLEpVbJm40,13,1746628,38092,8937,0,News & Politics,2024-10-21T13:01:10Z
lKwo4S2VA3c,13,46579,258,7,0,News & Politics,2024-10-21T13:01:47Z
T0sPOtCwXio,13,1623,378,17,0,Gaming,2024-10-21T12:55:26Z
6iG4Zp8HLOA,13,236302,4513,0,0,News & Politics,2024-10-21T12:52:07Z
E-TA8hJIUk8,13,11587,352,24,0,Sports,2024-10-21T12:40:42Z
gE4eK3He-7w,13,155123,3681,0,0,News & Politics,2024-10-21T20:09:19Z
qWDt3sCTGFg,13,60618,3211,101,0,Entertainment,2024-10-21T12:30:46Z
zZsgnPmP6lg,13,37779,3807,21,0,Gaming,2024-10-21T12:16:34Z
PYJ4do-OZAQ,13,174044,2430,573,0,Entertainment,2024-10-21T22:35:01Z
_AlZYvis4uE,13,330122,2362,195,0,Entertainment,2024-10-21T22:21:01Z
Nks9y_kpofE,13,24500,364,2,0,Gaming,2024-10-21T12:08:52Z
sMY2RlXdreo,13,43285,6003,184,0,Music,2024-10-21T12:01:12Z
u5us4Y5Q4AY,13,6138,1072,16,0,Nonprofits & Activism,2024-10-21T12:01:11Z
jX9vfyAyELE,13,1780,10,2,0,Entertainment,2024-10-21T12:00:06Z
IXq9Ex6qLxY,13,23505,1133,101,0,People & Blogs,2024-10-21T11:53:17Z
00-9NCfhVF8,13,13624,1691,30,0,Music,2024-10-21T11:50:09Z
mb5ldcr1jbA,14,314550,1427,4,0,News & Politics,2024-10-21T19:10:34Z
rtLGwJF9Jxc,14,101868,591,0,0,Film & Animation,2024-10-21T18:45:33Z
HAOgdVdSSkA,14,680378,0,7,0,News & Politics,2024-10-21T18:41:24Z
WWeOBvAvwrY,14,90714,9735,1783,0,News & Politics,2024-10-21T18:31:26Z
WunqF6zQnbI,14,70000,2129,68,0,News & Politics,2024-10-21T18:10:08Z
rm4qj0SJKKE,14,79432,2116,312,0,News & Politics,2024-10-21T20:26:07Z
uDvNq7vtGnM,14,6598,211,59,0,Entertainment,2024-10-21T17:38:38Z
p8SIBaDl9PE,14,75494,940,0,0,News & Politics,2024-10-21T17:37:58Z
q_V96gv_IDA,14,119517,1405,0,0,News & Politics,2024-10-21T17:34:17Z
TS6wQl2Gq_Y,14,12746,526,3,0,Gaming,2024-10-21T17:24:21Z
CQMZndfGRWI,14,55281,5291,297,0,People & Blogs,2024-10-21T20:12:23Z
qX6MAp5qQrU,14,125733,7201,137,0,News & Politics,2024-10-21T16:56:12Z
tcAExHTclc4,14,9657,77,0,0,Sports,2024-10-21T16:22:16Z
95RPXz_h2Fw,14,21206,3677,396,0,People & Blogs,2024-10-21T16:13:57Z
6kKE4Rurmmk,14,9331,792,134,0,Comedy,2024-10-21T16:11:11Z
YRyo5vL6XsI,14,42714,5810,95,0,Entertainment,2024-10-21T16:07:27Z
Y8hZ5i0TGIs,14,162155,1325,245,0,News & Politics,2024-10-21T15:52:42Z
JrD7QKy8PUI,14,543,26,1,0,Education,2024-10-21T15:51:16Z
f7v8WJgChU8,14,490,12,0,0,Sports,2024-10-21T15:30:18Z
zToiY455lhQ,14,2397946,248071,3220,0,People & Blogs,2024-10-21T15:06:25Z
uDVNRYxIMRE,14,83449,388,0,0,Film & Animation,2024-10-21T15:00:59Z
-n0waD4qzI4,14,29301,656,15,0,Entertainment,2024-10-21T15:00:06Z
qfih0r0sq0c,14,29056,1097,11,0,Gaming,2024-10-21T14:44:32Z
NUzGaZkGTu4,14,84278,402,0,0,Film & Animation,2024-10-21T14:45:49Z
I1cPbwuMc3U,14,248383,652,3,0,News & Politics,2024-10-21T14:29:42Z
3s6uanj_5DY,14,10568,732,77,0,Comedy,2024-10-21T14:26:44Z
XzW21Dj6PIQ,14,3606,291,5,0,Sports,2024-10-21T14:15:02Z
bD-R-2DPzuc,14,741839,15996,234,0,News & Politics,2024-10-21T14:05:31Z
f-Dvm17aVxk,14,16214,437,56,0,Sports,2024-10-21T14:00:42Z
RzQpDaa2044,14,2208991,31354,37,0,Sports,2024-10-21T13:32:11Z
Gs1r0uzedBw,14,2620,306,3,0,Education,2024-10-21T13:31:20Z
F4oaCRpuCtU,14,67598,495,76,0,News & Politics,2024-10-21T13:28:10Z
ng_xV81XhHM,14,6577,38,57,0,News & Politics,2024-10-21T13:03:08Z
yGLEpVbJm40,14,1754103,38270,8962,0,News & Politics,2024-10-21T13:01:10Z
lKwo4S2VA3c,14,46599,260,7,0,News & Politics,2024-10-21T13:01:47Z
T0sPOtCwXio,14,1663,388,17,0,Gaming,2024-10-21T12:55:26Z
6iG4Zp8HLOA,14,237092,4520,0,0,News & Politics,2024-10-21T12:52:07Z
E-TA8hJIUk8,14,11947,356,24,0,Sports,2024-10-21T12:40:42Z
gE4eK3He-7w,14,156940,3691,0,0,News & Politics,2024-10-21T20:09:19Z
qWDt3sCTGFg,14,61629,3266,102,0,Entertainment,2024-10-21T12:30:46Z
zZsgnPmP6lg,14,37853,3813,21,0,Gaming,2024-10-21T12:16:34Z
PYJ4do-OZAQ,14,175839,2444,585,0,Entertainment,2024-10-21T22:35:01Z
_AlZYvis4uE,14,331680,2371,197,0,Entertainment,2024-10-21T22:21:01Z
Nks9y_kpofE,14,24545,364,2,0,Gaming,2024-10-21T12:08:52Z
sMY2RlXdreo,14,44224,6137,185,0,Music,2024-10-21T12:01:12Z
u5us4Y5Q4AY,14,6197,1086,16,0,Nonprofits & Activism,2024-10-21T12:01:11Z
jX9vfyAyELE,14,1829,11,2,0,Entertainment,2024-10-21T12:00:06Z
IXq9Ex6qLxY,14,23589,1133,101,0,People & Blogs,2024-10-21T11:53:17Z
00-9NCfhVF8,14,13747,1693,30,0,Music,2024-10-21T11:50:09Z
mb5ldcr1jbA,15,317154,1434,4,0,News & Politics,2024-10-21T19:10:34Z
rtLGwJF9Jxc,15,102185,593,0,0,Film & Animation,2024-10-21T18:45:33Z
HAOgdVdSSkA,15,682537,0,7,0,News & Politics,2024-10-21T18:41:24Z
WWeOBvAvwrY,15,93526,9897,1814,0,News & Politics,2024-10-21T18:31:26Z
WunqF6zQnbI,15,70176,2134,68,0,News & Politics,2024-10-21T18:10:08Z
rm4qj0SJKKE,15,80600,2142,302,0,News & Politics,2024-10-21T20:26:07Z
uDvNq7vtGnM,15,6628,211,61,0,Entertainment,2024-10-21T17:38:38Z
p8SIBaDl9PE,15,75634,941,0,0,News & Politics,2024-10-21T17:37:58Z
q_V96gv_IDA,15,120575,1408,0,0,News & Politics,2024-10-21T17:34:17Z
TS6wQl2Gq_Y,15,12806,527,3,0,Gaming,2024-10-21T17:24:21Z
CQMZndfGRWI,15,55684,5371,299,0,People & Blogs,2024-10-21T20:12:23Z
qX6MAp5qQrU,15,125821,7205,138,0,News & Politics,2024-10-21T16:56:12Z
tcAExHTclc4,15,9707,77,0,0,Sports,2024-10-21T16:22:16Z
95RPXz_h2Fw,15,21590,3716,411,0,People & Blogs,2024-10-21T16:13:57Z
6kKE4Rurmmk,15,9391,794,134,0,Comedy,2024-10-21T16:11:11Z
YRyo5vL6XsI,15,42913,5828,95,0,Entertainment,2024-10-21T16:07:27Z
Y8hZ5i0TGIs,15,163192,1334,248,0,News & Politics,2024-10-21T15:52:42Z
JrD7QKy8PUI,15,519,26,1,0,Education,2024-10-21T15:51:16Z
f7v8WJgChU8,15,493,12,0,0,Sports,2024-10-21T15:30:18Z
zToiY455lhQ,15,2602884,261060,3290,0,People & Blogs,2024-10-21T15:06:25Z
uDVNRYxIMRE,15,84283,391,0,0,Film & Animation,2024-10-21T15:00:59Z
-n0waD4qzI4,15,30494,670,15,0,Entertainment,2024-10-21T15:00:06Z
qfih0r0sq0c,15,29111,1099,11,0,Gaming,2024-10-21T14:44:32Z
NUzGaZkGTu4,15,84467,403,0,0,Film & Animation,2024-10-21T14:45:49Z
I1cPbwuMc3U,15,249063,653,3,0,News & Politics,2024-10-21T14:29:42Z
3s6uanj_5DY,15,10590,735,78,0,Comedy,2024-10-21T14:26:44Z
XzW21Dj6PIQ,15,3657,295,6,0,Sports,2024-10-21T14:15:02Z
bD-R-2DPzuc,15,750036,16034,235,0,News & Politics,2024-10-21T14:05:31Z
f-Dvm17aVxk,15,16289,437,58,0,Sports,2024-10-21T14:00:42Z
RzQpDaa2044,15,2210055,31359,38,0,Sports,2024-10-21T13:32:11Z
Gs1r0uzedBw,15,2683,312,3,0,Education,2024-10-21T13:31:20Z
F4oaCRpuCtU,15,69366,506,77,0,News & Politics,2024-10-21T13:28:10Z
ng_xV81XhHM,15,6587,38,58,0,News & Politics,2024-10-21T13:03:08Z
yGLEpVbJm40,15,1763176,38470,8997,0,News & Politics,2024-10-21T13:01:10Z
lKwo4S2VA3c,15,46603,260,7,0,News & Politics,2024-10-21T13:01:47Z
T0sPOtCwXio,15,1720,399,17,0,Gaming,2024-10-21T12:55:26Z
6iG4Zp8HLOA,15,237836,4516,0,0,News & Politics,2024-10-21T12:52:07Z
E-TA8hJIUk8,15,12245,363,24,0,Sports,2024-10-21T12:40:42Z
gE4eK3He-7w,15,158450,3681,0,0,News & Politics,2024-10-21T20:09:19Z
qWDt3sCTGFg,15,63040,3327,102,0,Entertainment,2024-10-21T12:30:46Z
zZsgnPmP6lg,15,37969,3815,21,0,Gaming,2024-10-21T12:16:34Z
PYJ4do-OZAQ,15,176649,2462,598,0,Entertainment,2024-10-21T22:35:01Z
_AlZYvis4uE,15,332217,2374,209,0,Entertainment,2024-10-21T22:21:01Z
Nks9y_kpofE,15,24584,363,2,0,Gaming,2024-10-21T12:08:52Z
sMY2RlXdreo,15,45451,6281,186,0,Music,2024-10-21T12:01:12Z
u5us4Y5Q4AY,15,6288,1100,16,0,Nonprofits & Activism,2024-10-21T12:01:11Z
jX9vfyAyELE,15,1829,11,2,0,Entertainment,2024-10-21T12:00:06Z
IXq9Ex6qLxY,15,23668,1134,101,0,People & Blogs,2024-10-21T11:53:17Z
00-9NCfhVF8,15,13872,1693,30,0,Music,2024-10-21T11:50:09Z
mb5ldcr1jbA,16,318754,1441,4,0,News & Politics,2024-10-21T19:10:34Z
rtLGwJF9Jxc,16,102490,594,0,0,Film & Animation,2024-10-21T18:45:33Z
HAOgdVdSSkA,16,683920,0,7,0,News & Politics,2024-10-21T18:41:24Z
WWeOBvAvwrY,16,95435,10033,1839,0,News & Politics,2024-10-21T18:31:26Z
WunqF6zQnbI,16,70392,2143,68,0,News & Politics,2024-10-21T18:10:08Z
rm4qj0SJKKE,16,81585,2161,308,0,News & Politics,2024-10-21T20:26:07Z
uDvNq7vtGnM,16,6673,212,64,0,Entertainment,2024-10-21T17:38:38Z
p8SIBaDl9PE,16,75727,942,0,0,News & Politics,2024-10-21T17:37:58Z
q_V96gv_IDA,16,121270,1413,0,0,News & Politics,2024-10-21T17:34:17Z
TS6wQl2Gq_Y,16,12863,529,3,0,Gaming,2024-10-21T17:24:21Z
CQMZndfGRWI,16,56294,5457,312,0,People & Blogs,2024-10-21T20:12:23Z
qX6MAp5qQrU,16,125912,7208,151,0,News & Politics,2024-10-21T16:56:12Z
tcAExHTclc4,16,9738,78,0,0,Sports,2024-10-21T16:22:16Z
95RPXz_h2Fw,16,21922,3761,420,0,People & Blogs,2024-10-21T16:13:57Z
6kKE4Rurmmk,16,9442,799,134,0,Comedy,2024-10-21T16:11:11Z
YRyo5vL6XsI,16,43099,5845,96,0,Entertainment,2024-10-21T16:07:27Z
Y8hZ5i0TGIs,16,163830,1345,251,0,News & Politics,2024-10-21T15:52:42Z
JrD7QKy8PUI,16,553,26,1,0,Education,2024-10-21T15:51:16Z
f7v8WJgChU8,16,493,12,0,0,Sports,2024-10-21T15:30:18Z
zToiY455lhQ,16,2785024,274531,3353,0,People & Blogs,2024-10-21T15:06:25Z
uDVNRYxIMRE,16,84974,396,0,0,Film & Animation,2024-10-21T15:00:59Z
-n0waD4qzI4,16,31509,690,15,0,Entertainment,2024-10-21T15:00:06Z
qfih0r0sq0c,16,29223,1099,11,0,Gaming,2024-10-21T14:44:32Z
NUzGaZkGTu4,16,84619,405,0,0,Film & Animation,2024-10-21T14:45:49Z
I1cPbwuMc3U,16,249534,654,4,0,News & Politics,2024-10-21T14:29:42Z
3s6uanj_5DY,16,10628,735,79,0,Comedy,2024-10-21T14:26:44Z
XzW21Dj6PIQ,16,3696,301,6,0,Sports,2024-10-21T14:15:02Z
bD-R-2DPzuc,16,755515,16056,235,0,News & Politics,2024-10-21T14:05:31Z
f-Dvm17aVxk,16,16351,441,60,0,Sports,2024-10-21T14:00:42Z
RzQpDaa2044,16,2210802,31360,38,0,Sports,2024-10-21T13:32:11Z
Gs1r0uzedBw,16,2721,317,3,0,Education,2024-10-21T13:31:20Z
F4oaCRpuCtU,16,71057,519,78,0,News & Politics,2024-10-21T13:28:10Z
ng_xV81XhHM,16,6587,38,58,0,News & Politics,2024-10-21T13:03:08Z
yGLEpVbJm40,16,1773801,38703,9075,0,News & Politics,2024-10-21T13:01:10Z
lKwo4S2VA3c,16,46650,260,7,0,News & Politics,2024-10-21T13:01:47Z
T0sPOtCwXio,16,1758,410,17,0,Gaming,2024-10-21T12:55:26Z
6iG4Zp8HLOA,16,238378,4521,0,0,News & Politics,2024-10-21T12:52:07Z
E-TA8hJIUk8,16,12431,368,24,0,Sports,2024-10-21T12:40:42Z
gE4eK3He-7w,16,159524,3696,0,0,News & Politics,2024-10-21T20:09:19Z
qWDt3sCTGFg,16,64508,3376,103,0,Entertainment,2024-10-21T12:30:46Z
zZsgnPmP6lg,16,38044,3816,21,0,Gaming,2024-10-21T12:16:34Z
PYJ4do-OZAQ,16,177487,2480,607,0,Entertainment,2024-10-21T22:35:01Z
_AlZYvis4uE,16,332771,2383,216,0,Entertainment,2024-10-21T22:21:01Z
Nks9y_kpofE,16,24602,363,2,0,Gaming,2024-10-21T12:08:52Z
sMY2RlXdreo,16,46760,6530,190,0,Music,2024-10-21T12:01:12Z
u5us4Y5Q4AY,16,6372,1119,16,0,Nonprofits & Activism,2024-10-21T12:01:11Z
jX9vfyAyELE,16,1829,11,2,0,Entertainment,2024-10-21T12:00:06Z
IXq9Ex6qLxY,16,23729,1134,101,0,People & Blogs,2024-10-21T11:53:17Z
00-9NCfhVF8,16,13954,1695,30,0,Music,2024-10-21T11:50:09Z
mb5ldcr1jbA,17,320449,1451,4,0,News & Politics,2024-10-21T19:10:34Z
rtLGwJF9Jxc,17,102854,594,0,0,Film & Animation,2024-10-21T18:45:33Z
HAOgdVdSSkA,17,685426,0,7,0,News & Politics,2024-10-21T18:41:24Z
WWeOBvAvwrY,17,97484,10149,1869,0,News & Politics,2024-10-21T18:31:26Z
WunqF6zQnbI,17,70697,2149,68,0,News & Politics,2024-10-21T18:10:08Z
rm4qj0SJKKE,17,82578,2175,321,0,News & Politics,2024-10-21T20:26:07Z
uDvNq7vtGnM,17,6723,213,66,0,Entertainment,2024-10-21T17:38:38Z
p8SIBaDl9PE,17,75833,944,0,0,News & Politics,2024-10-21T17:37:58Z
q_V96gv_IDA,17,122091,1416,0,0,News & Politics,2024-10-21T17:34:17Z
TS6wQl2Gq_Y,17,12949,530,3,0,Gaming,2024-10-21T17:24:21Z
CQMZndfGRWI,17,57108,5547,322,0,People & Blogs,2024-10-21T20:12:23Z
qX6MAp5qQrU,17,125997,7211,151,0,News & Politics,2024-10-21T16:56:12Z
tcAExHTclc4,17,9788,78,0,0,Sports,2024-10-21T16:22:16Z
95RPXz_h2Fw,17,22381,3800,424,0,People & Blogs,2024-10-21T16:13:57Z
6kKE4Rurmmk,17,9531,804,136,0,Comedy,2024-10-21T16:11:11Z
YRyo5vL6XsI,17,43290,5860,97,0,Entertainment,2024-10-21T16:07:27Z
Y8hZ5i0TGIs,17,164476,1358,254,0,News & Politics,2024-10-21T15:52:42Z
JrD7QKy8PUI,17,543,26,1,0,Education,2024-10-21T15:51:16Z
f7v8WJgChU8,17,493,12,0,0,Sports,2024-10-21T15:30:18Z
zToiY455lhQ,17,3019654,288686,3430,0,People & Blogs,2024-10-21T15:06:25Z
uDVNRYxIMRE,17,85873,400,0,0,Film & Animation,2024-10-21T15:00:59Z
-n0waD4qzI4,17,32440,697,15,0,Entertainment,2024-10-21T15:00:06Z
qfih0r0sq0c,17,29317,1102,11,0,Gaming,2024-10-21T14:44:32Z
NUzGaZkGTu4,17,84765,407,0,0,Film & Animation,2024-10-21T14:45:49Z
I1cPbwuMc3U,17,250045,655,4,0,News & Politics,2024-10-21T14:29:42Z
3s6uanj_5DY,17,10669,737,79,0,Comedy,2024-10-21T14:26:44Z
XzW21Dj6PIQ,17,3745,309,6,0,Sports,2024-10-21T14:15:02Z
bD-R-2DPzuc,17,759857,16108,236,0,News & Politics,2024-10-21T14:05:31Z
f-Dvm17aVxk,17,16466,443,60,0,Sports,2024-10-21T14:00:42Z
RzQpDaa2044,17,2211537,31364,39,0,Sports,2024-10-21T13:32:11Z
Gs1r0uzedBw,17,2771,324,3,0,Education,2024-10-21T13:31:20Z
F4oaCRpuCtU,17,73462,528,80,0,News & Politics,2024-10-21T13:28:10Z
ng_xV81XhHM,17,6587,38,58,0,News & Politics,2024-10-21T13:03:08Z
yGLEpVbJm40,17,1788654,38981,9141,0,News & Politics,2024-10-21T13:01:10Z
lKwo4S2VA3c,17,46700,260,7,0,News & Politics,2024-10-21T13:01:47Z
T0sPOtCwXio,17,1815,423,17,0,Gaming,2024-10-21T12:55:26Z
6iG4Zp8HLOA,17,238966,4523,0,0,News & Politics,2024-10-21T12:52:07Z
E-TA8hJIUk8,17,12745,371,25,0,Sports,2024-10-21T12:40:42Z
gE4eK3He-7w,17,160612,3708,0,0,News & Politics,2024-10-21T20:09:19Z
qWDt3sCTGFg,17,66242,3507,106,0,Entertainment,2024-10-21T12:30:46Z
zZsgnPmP6lg,17,38143,3820,21,0,Gaming,2024-10-21T12:16:34Z
PYJ4do-OZAQ,17,178582,2504,618,0,Entertainment,2024-10-21T22:35:01Z
_AlZYvis4uE,17,333542,2398,222,0,Entertainment,2024-10-21T22:21:01Z
Nks9y_kpofE,17,24611,363,2,0,Gaming,2024-10-21T12:08:52Z
sMY2RlXdreo,17,48829,6676,191,0,Music,2024-10-21T12:01:12Z
u5us4Y5Q4AY,17,6486,1137,16,0,Nonprofits & Activism,2024-10-21T12:01:11Z
jX9vfyAyELE,17,2218,12,2,0,Entertainment,2024-10-21T12:00:06Z
IXq9Ex6qLxY,17,23789,1134,101,0,People & Blogs,2024-10-21T11:53:17Z
00-9NCfhVF8,17,14040,1695,30,0,Music,2024-10-21T11:50:09Z
mb5ldcr1jbA,18,322123,1462,4,0,News & Politics,2024-10-21T19:10:34Z
rtLGwJF9Jxc,18,103018,595,0,0,Film & Animation,2024-10-21T18:45:33Z
HAOgdVdSSkA,18,686801,0,7,0,News & Politics,2024-10-21T18:41:24Z
WWeOBvAvwrY,18,99148,10251,1895,0,News & Politics,2024-10-21T18:31:26Z
WunqF6zQnbI,18,71109,2160,68,0,News & Politics,2024-10-21T18:10:08Z
rm4qj0SJKKE,18,83629,2186,330,0,News & Politics,2024-10-21T20:26:07Z
uDvNq7vtGnM,18,6767,213,66,0,Entertainment,2024-10-21T17:38:38Z
p8SIBaDl9PE,18,75933,953,0,0,News & Politics,2024-10-21T17:37:58Z
q_V96gv_IDA,18,122749,1420,0,0,News & Politics,2024-10-21T17:34:17Z
TS6wQl2Gq_Y,18,13029,532,3,0,Gaming,2024-10-21T17:24:21Z
CQMZndfGRWI,18,58056,5661,329,0,People & Blogs,2024-10-21T20:12:23Z
qX6MAp5qQrU,18,124937,7214,151,0,News & Politics,2024-10-21T16:56:12Z
tcAExHTclc4,18,9833,78,0,0,Sports,2024-10-21T16:22:16Z
95RPXz_h2Fw,18,23012,3858,434,0,People & Blogs,2024-10-21T16:13:57Z
6kKE4Rurmmk,18,9629,807,136,0,Comedy,2024-10-21T16:11:11Z
YRyo5vL6XsI,18,43479,5876,97,0,Entertainment,2024-10-21T16:07:27Z
Y8hZ5i0TGIs,18,165045,1371,262,0,News & Politics,2024-10-21T15:52:42Z
JrD7QKy8PUI,18,570,26,1,0,Education,2024-10-21T15:51:16Z
f7v8WJgChU8,18,496,12,0,0,Sports,2024-10-21T15:30:18Z
zToiY455lhQ,18,3284651,307316,3514,0,People & Blogs,2024-10-21T15:06:25Z
uDVNRYxIMRE,18,86874,407,0,0,Film & Animation,2024-10-21T15:00:59Z
-n0waD4qzI4,18,33301,725,15,0,Entertainment,2024-10-21T15:00:06Z
qfih0r0sq0c,18,29442,1103,11,0,Gaming,2024-10-21T14:44:32Z
NUzGaZkGTu4,18,84920,408,0,0,Film & Animation,2024-10-21T14:45:49Z
I1cPbwuMc3U,18,250489,657,4,0,News & Politics,2024-10-21T14:29:42Z
3s6uanj_5DY,18,10538,738,79,0,Comedy,2024-10-21T14:26:44Z
XzW21Dj6PIQ,18,3806,312,6,0,Sports,2024-10-21T14:15:02Z
bD-R-2DPzuc,18,764438,16238,236,0,News & Politics,2024-10-21T14:05:31Z
f-Dvm17aVxk,18,16599,448,63,0,Sports,2024-10-21T14:00:42Z
RzQpDaa2044,18,2212149,31367,39,0,Sports,2024-10-21T13:32:11Z
Gs1r0uzedBw,18,2842,333,3,0,Education,2024-10-21T13:31:20Z
F4oaCRpuCtU,18,75183,544,81,0,News & Politics,2024-10-21T13:28:10Z
ng_xV81XhHM,18,6631,38,59,0,News & Politics,2024-10-21T13:03:08Z
yGLEpVbJm40,18,1804409,39236,9213,0,News & Politics,2024-10-21T13:01:10Z
lKwo4S2VA3c,18,47018,259,7,0,News & Politics,2024-10-21T13:01:47Z
T0sPOtCwXio,18,1862,437,17,0,Gaming,2024-10-21T12:55:26Z
6iG4Zp8HLOA,18,239520,4533,0,0,News & Politics,2024-10-21T12:52:07Z
E-TA8hJIUk8,18,13001,376,25,0,Sports,2024-10-21T12:40:42Z
gE4eK3He-7w,18,161421,3711,0,0,News & Politics,2024-10-21T20:09:19Z
qWDt3sCTGFg,18,68714,3654,107,0,Entertainment,2024-10-21T12:30:46Z
zZsgnPmP6lg,18,38205,3825,21,0,Gaming,2024-10-21T12:16:34Z
PYJ4do-OZAQ,18,180350,2525,647,0,Entertainment,2024-10-21T22:35:01Z
_AlZYvis4uE,18,335002,2406,228,0,Entertainment,2024-10-21T22:21:01Z
Nks9y_kpofE,18,24479,364,2,0,Gaming,2024-10-21T12:08:52Z
sMY2RlXdreo,18,51621,6821,195,0,Music,2024-10-21T12:01:12Z
u5us4Y5Q4AY,18,6646,1154,17,0,Nonprofits & Activism,2024-10-21T12:01:11Z
jX9vfyAyELE,18,2329,12,2,0,Entertainment,2024-10-21T12:00:06Z
IXq9Ex6qLxY,18,23828,1134,101,0,People & Blogs,2024-10-21T11:53:17Z
00-9NCfhVF8,18,14112,1697,31,0,Music,2024-10-21T11:50:09Z
mb5ldcr1jbA,19,323542,1473,4,0,News & Politics,2024-10-21T19:10:34Z
rtLGwJF9Jxc,19,103420,594,0,0,Film & Animation,2024-10-21T18:45:33Z
HAOgdVdSSkA,19,688018,0,7,0,News & Politics,2024-10-21T18:41:24Z
WWeOBvAvwrY,19,100286,10310,1920,0,News & Politics,2024-10-21T18:31:26Z
WunqF6zQnbI,19,71269,2165,69,0,News & Politics,2024-10-21T18:10:08Z
rm4qj0SJKKE,19,84234,2193,333,0,News & Politics,2024-10-21T20:26:07Z
uDvNq7vtGnM,19,6816,215,66,0,Entertainment,2024-10-21T17:38:38Z
p8SIBaDl9PE,19,76077,953,0,0,News & Politics,2024-10-21T17:37:58Z
q_V96gv_IDA,19,123262,1425,0,0,News & Politics,2024-10-21T17:34:17Z
TS6wQl2Gq_Y,19,12842,533,3,0,Gaming,2024-10-21T17:24:21Z
CQMZndfGRWI,19,58814,5745,331,0,People & Blogs,2024-10-21T20:12:23Z
qX6MAp5qQrU,19,125043,7218,151,0,News & Politics,2024-10-21T16:56:12Z
tcAExHTclc4,19,9849,78,0,0,Sports,2024-10-21T16:22:16Z
95RPXz_h2Fw,19,23452,3884,438,0,People & Blogs,2024-10-21T16:13:57Z
6kKE4Rurmmk,19,9569,808,137,0,Comedy,2024-10-21T16:11:11Z
YRyo5vL6XsI,19,41943,5892,97,0,Entertainment,2024-10-21T16:07:27Z
Y8hZ5i0TGIs,19,165560,1383,263,0,News & Politics,2024-10-21T15:52:42Z
JrD7QKy8PUI,19,579,26,2,0,Education,2024-10-21T15:51:16Z
f7v8WJgChU8,19,499,12,0,0,Sports,2024-10-21T15:30:18Z
zToiY455lhQ,19,3487056,321143,3577,0,People & Blogs,2024-10-21T15:06:25Z
uDVNRYxIMRE,19,88006,414,0,0,Film & Animation,2024-10-21T15:00:59Z
-n0waD4qzI4,19,33838,741,16,0,Entertainment,2024-10-21T15:00:06Z
qfih0r0sq0c,19,28615,1104,11,0,Gaming,2024-10-21T14:44:32Z
NUzGaZkGTu4,19,84891,410,0,0,Film & Animation,2024-10-21T14:45:49Z
I1cPbwuMc3U,19,250965,660,4,0,News & Politics,2024-10-21T14:29:42Z
3s6uanj_5DY,19,10577,738,80,0,Comedy,2024-10-21T14:26:44Z
XzW21Dj6PIQ,19,3848,321,6,0,Sports,2024-10-21T14:15:02Z
bD-R-2DPzuc,19,771561,16275,236,0,News & Politics,2024-10-21T14:05:31Z
f-Dvm17aVxk,19,16697,451,63,0,Sports,2024-10-21T14:00:42Z
RzQpDaa2044,19,2211566,31368,39,0,Sports,2024-10-21T13:32:11Z
Gs1r0uzedBw,19,2892,338,3,0,Education,2024-10-21T13:31:20Z
F4oaCRpuCtU,19,76107,556,82,0,News & Politics,2024-10-21T13:28:10Z
ng_xV81XhHM,19,6664,38,60,0,News & Politics,2024-10-21T13:03:08Z
yGLEpVbJm40,19,1812020,39412,9262,0,News & Politics,2024-10-21T13:01:10Z
lKwo4S2VA3c,19,47159,260,7,0,News & Politics,2024-10-21T13:01:47Z
T0sPOtCwXio,19,1891,443,17,0,Gaming,2024-10-21T12:55:26Z
6iG4Zp8HLOA,19,239599,4533,0,0,News & Politics,2024-10-21T12:52:07Z
E-TA8hJIUk8,19,13171,381,25,0,Sports,2024-10-21T12:40:42Z
gE4eK3He-7w,19,162056,3716,0,0,News & Politics,2024-10-21T20:09:19Z
qWDt3sCTGFg,19,71079,3717,109,0,Entertainment,2024-10-21T12:30:46Z
zZsgnPmP6lg,19,37199,3826,21,0,Gaming,2024-10-21T12:16:34Z
PYJ4do-OZAQ,19,180042,2542,659,0,Entertainment,2024-10-21T22:35:01Z
_AlZYvis4uE,19,332460,2412,231,0,Entertainment,2024-10-21T22:21:01Z
Nks9y_kpofE,19,24486,364,2,0,Gaming,2024-10-21T12:08:52Z
sMY2RlXdreo,19,53028,6928,199,0,Music,2024-10-21T12:01:12Z
u5us4Y5Q4AY,19,6732,1170,17,0,Nonprofits & Activism,2024-10-21T12:01:11Z
jX9vfyAyELE,19,2329,12,2,0,Entertainment,2024-10-21T12:00:06Z
IXq9Ex6qLxY,19,23828,1134,101,0,People & Blogs,2024-10-21T11:53:17Z
00-9NCfhVF8,19,13434,1698,31,0,Music,2024-10-21T11:50:09Z
mb5ldcr1jbA,20,334623,1501,4,0,News & Politics,2024-10-21T19:10:34Z
rtLGwJF9Jxc,20,105042,594,0,0,Film & Animation,2024-10-21T18:45:33Z
HAOgdVdSSkA,20,695212,0,7,0,News & Politics,2024-10-21T18:41:24Z
WWeOBvAvwrY,20,104045,10439,1956,0,News & Politics,2024-10-21T18:31:26Z
WunqF6zQnbI,20,73048,2192,70,0,News & Politics,2024-10-21T18:10:08Z
